01 	Q0	30260724248870912	1	4.4767146	myrun
01 	Q0	30198105513140224	2	4.0560284	myrun
01 	Q0	30236884051435520	3	2.9892817	myrun
01 	Q0	30275282464153600	4	2.9844763	myrun
01 	Q0	34952194402811904	5	2.5622413	myrun
01 	Q0	33823403328671744	6	2.5622413	myrun
01 	Q0	32504175552102401	7	2.5622413	myrun
01 	Q0	32158658863304705	8	2.5622413	myrun
01 	Q0	30303184207478784	9	2.5622413	myrun
01 	Q0	29990282447552512	10	2.5622413	myrun
01 	Q0	29978962599870465	11	2.5622413	myrun
01 	Q0	29983478363717633	12	2.5261724	myrun
01 	Q0	29993695927336960	13	2.3663557	myrun
01 	Q0	30219793458008064	14	2.3471413	myrun
01 	Q0	32415024995631105	15	2.1352012	myrun
01 	Q0	30500781002063872	16	2.1352012	myrun
01 	Q0	30371820393734144	17	2.1352012	myrun
01 	Q0	30244402504929280	18	2.1352012	myrun
01 	Q0	30216589932503040	19	2.1352012	myrun
01 	Q0	30162553262841857	20	2.1352012	myrun
01 	Q0	30051954050727936	21	2.1352012	myrun
01 	Q0	30316304493707264	22	2.0958886	myrun
01 	Q0	30317913206431744	23	2.0762546	myrun
01 	Q0	30167063326629888	24	1.9543492	myrun
01 	Q0	30016851715031040	25	1.9543492	myrun
01 	Q0	30319208176820224	26	1.916438	myrun
01 	Q0	30197610459435008	27	1.916438	myrun
01 	Q0	29990983902961664	28	1.916438	myrun
01 	Q0	32096654177861634	29	1.9123937	myrun
01 	Q0	30496268895657984	30	1.9123937	myrun
01 	Q0	30236041789050880	31	1.8584245	myrun
01 	Q0	30016488928706560	32	1.7100556	myrun
01 	Q0	30554037510213632	33	1.708161	myrun
01 	Q0	30299217419304960	34	1.708161	myrun
01 	Q0	29997693933719553	35	1.708161	myrun
01 	Q0	30587022246678528	36	1.690333	myrun
01 	Q0	30031146670628864	37	1.6768831	myrun
01 	Q0	30300770037399552	38	1.6733445	myrun
01 	Q0	30254811135873024	39	1.6733445	myrun
01 	Q0	30022487840391168	40	1.5135665	myrun
01 	Q0	30025535761420289	41	1.4950733	myrun
01 	Q0	31361923412922368	42	1.4946408	myrun
01 	Q0	30137431932010498	43	1.4946408	myrun
01 	Q0	29967932868009984	44	1.4946408	myrun
01 	Q0	30251634873335810	45	1.4946408	myrun
01 	Q0	32099397357543424	46	1.4946408	myrun
01 	Q0	30451817603141633	47	1.4342952	myrun
01 	Q0	30217175910318080	48	1.4342952	myrun
01 	Q0	30407444110778369	49	1.4342952	myrun
01 	Q0	30215123658350592	50	1.3560028	myrun
01 	Q0	30581416408391680	51	1.3522666	myrun
01 	Q0	30360018473713664	52	1.3522666	myrun
01 	Q0	30157835434201089	53	1.3522666	myrun
01 	Q0	30223544906424320	54	1.2851145	myrun
01 	Q0	29621742011944960	55	1.2851145	myrun
01 	Q0	30149086560657409	56	1.2686125	myrun
01 	Q0	31510426927763456	57	1.2251024	myrun
01 	Q0	29629635817906176	58	1.2116079	myrun
01 	Q0	33212352774017025	59	1.1960588	myrun
01 	Q0	33044519750475776	60	1.195246	myrun
01 	Q0	32494503902314496	61	1.195246	myrun
01 	Q0	30505596528623616	62	1.195246	myrun
01 	Q0	30325151543332864	63	1.195246	myrun
01 	Q0	29138884684161025	64	1.195246	myrun
01 	Q0	29996023250157568	65	1.1809375	myrun
01 	Q0	29991643910242304	66	1.165252	myrun
01 	Q0	30003337843707905	67	1.083361	myrun
01 	Q0	29516615708049408	68	1.0090442	myrun
01 	Q0	30686548747882496	69	1.0090442	myrun
01 	Q0	33230810693763072	70	0.97357047	myrun
01 	Q0	30325761801977856	71	0.97335404	myrun
01 	Q0	32062450161426432	72	0.95619684	myrun
01 	Q0	31850686425600000	73	0.95619684	myrun
01 	Q0	30997129900072961	74	0.95619684	myrun
01 	Q0	30986508492087297	75	0.95619684	myrun
01 	Q0	30769665240203264	76	0.95619684	myrun
01 	Q0	30555641466593280	77	0.95619684	myrun
01 	Q0	30190612238041088	78	0.95619684	myrun
01 	Q0	30272368861511680	79	0.9360571	myrun
01 	Q0	29533394589188096	80	0.9360571	myrun
01 	Q0	29496755024306176	81	0.9360571	myrun
01 	Q0	30268814184677376	82	0.908766	myrun
01 	Q0	30828308941774848	83	0.8829137	myrun
01 	Q0	30248740119908353	84	0.8829137	myrun
01 	Q0	32229379287289857	85	0.8655939	myrun
01 	Q0	29564786882646016	86	0.85825056	myrun
01 	Q0	31653291230232576	87	0.83667225	myrun
01 	Q0	30419535756533762	88	0.83667225	myrun
01 	Q0	30269207937548288	89	0.83667225	myrun
01 	Q0	30226418377957376	90	0.83667225	myrun
01 	Q0	29486393336008704	91	0.8359737	myrun
01 	Q0	34448730182651904	92	0.834489	myrun
01 	Q0	30204561658482688	93	0.83430344	myrun
01 	Q0	31653409140514816	94	0.81904995	myrun
01 	Q0	29545247558082560	95	0.81904995	myrun
01 	Q0	34665469260599296	96	0.73890334	myrun
01 	Q0	34553453812387840	97	0.73890334	myrun
01 	Q0	29552940691759104	98	0.73074096	myrun
01 	Q0	29514474415198208	99	0.7152088	myrun
